연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목
2016,무면허사고,1906,44,1.1,2,1.36,4.55,64,1.1,,,,,,,,,,,,,
2016,전체,1907,614,0.28,11,0.26,1.79,906,0.27,556.73,99.25,3,37,35,3,426,41,36,124,467,23,0
2016,어린이사고,1907,30,0.27,1,1.41,3.33,34,0.24,,,,,,,,,,,,,
2016,노인사고,1907,180,0.5,4,0.23,2.22,194,0.51,,,,,,,,,,,,,
2016,보행자사고,1907,126,0.26,5,0.29,3.97,127,0.26,,,,,,,,,,,,,
2016,자전거사고,1907,9,0.15,0,0,0,10,0.16,,,,,,,,,,,,,
2016,야간사고,1907,206,0.22,5,0.23,2.43,273,0.19,,,,,,,,,,,,,
2016,어린이보행사고,1907,8,0.19,1,2.78,12.5,7,0.16,,,,,,,,,,,,,
2016,고령운전사고,1907,105,0.43,5,0.66,4.76,150,0.42,,,,,,,,,,,,,
2016,고령보행사고,1907,46,0.4,1,0.12,2.17,45,0.42,,,,,,,,,,,,,
2016,뺑소니사고,1907,12,0.14,1,0.66,8.33,19,0.15,,,,,,,,,,,,,
2016,무면허사고,1907,17,0.43,0,0,0,21,0.36,,,,,,,,,,,,,
2016,전체,1908,671,0.3,23,0.54,3.43,1095,0.33,647.6,102.62,2,49,43,41,400,64,45,122,499,50,0
2016,어린이사고,1908,34,0.3,0,0,0,42,0.3,,,,,,,,,,,,,
2016,노인사고,1908,190,0.53,16,0.92,8.42,219,0.57,,,,,,,,,,,,,
2016,보행자사고,1908,124,0.25,13,0.76,10.48,115,0.23,,,,,,,,,,,,,
2016,자전거사고,1908,10,0.17,0,0,0,11,0.17,,,,,,,,,,,,,
2016,야간사고,1908,217,0.23,8,0.37,3.69,318,0.22,,,,,,,,,,,,,
2016,어린이보행사고,1908,11,0.26,0,0,0,11,0.25,,,,,,,,,,,,,
2016,고령운전사고,1908,115,0.47,8,1.05,6.96,164,0.46,,,,,,,,,,,,,
2016,고령보행사고,1908,53,0.46,12,1.39,22.64,42,0.39,,,,,,,,,,,,,
2016,뺑소니사고,1908,29,0.35,1,0.66,3.45,42,0.34,,,,,,,,,,,,,
2016,무면허사고,1908,15,0.38,1,0.68,6.67,16,0.28,,,,,,,,,,,,,
2016,전체,1909,460,0.21,18,0.42,3.91,741,0.22,610.43,112.49,2,38,29,19,297,14,51,63,347,49,1
2016,어린이사고,1909,19,0.17,0,0,0,28,0.2,,,,,,,,,,,,,
2016,노인사고,1909,154,0.43,8,0.46,5.19,172,0.45,,,,,,,,,,,,,
2016,보행자사고,1909,65,0.13,4,0.23,6.15,61,0.12,,,,,,,,,,,,,
2016,자전거사고,1909,7,0.12,0,0,0,7,0.11,,,,,,,,,,,,,
2016,야간사고,1909,130,0.14,6,0.28,4.62,210,0.15,,,,,,,,,,,,,
2016,어린이보행사고,1909,2,0.05,0,0,0,2,0.05,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1909,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2016,고령운전사고,1909,102,0.42,6,0.79,5.88,160,0.45,,,,,,,,,,,,,
2016,고령보행사고,1909,23,0.2,3,0.35,13.04,20,0.19,,,,,,,,,,,,,
2016,뺑소니사고,1909,7,0.08,0,0,0,16,0.13,,,,,,,,,,,,,
2016,무면허사고,1909,15,0.38,2,1.36,13.33,25,0.43,,,,,,,,,,,,,
2016,전체,1910,585,0.26,26,0.61,4.44,854,0.26,569.61,86.95,3,36,30,31,325,119,21,78,450,57,0
2016,어린이사고,1910,32,0.28,0,0,0,47,0.33,,,,,,,,,,,,,
2016,노인사고,1910,184,0.51,14,0.81,7.61,191,0.5,,,,,,,,,,,,,
2016,보행자사고,1910,79,0.16,2,0.12,2.53,77,0.15,,,,,,,,,,,,,
2016,자전거사고,1910,29,0.49,1,0.88,3.45,29,0.46,,,,,,,,,,,,,
2016,야간사고,1910,167,0.18,6,0.28,3.59,241,0.17,,,,,,,,,,,,,
2016,어린이보행사고,1910,7,0.16,0,0,0,7,0.16,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1910,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2016,고령운전사고,1910,115,0.47,4,0.53,3.48,165,0.46,,,,,,,,,,,,,
2016,고령보행사고,1910,25,0.22,1,0.12,4,24,0.22,,,,,,,,,,,,,
2016,뺑소니사고,1910,17,0.2,0,0,0,20,0.16,,,,,,,,,,,,,
2016,무면허사고,1910,13,0.33,1,0.68,7.69,20,0.35,,,,,,,,,,,,,
2016,전체,1912,117,0.05,18,0.42,15.38,154,0.05,472.02,69.68,1,13,9,3,74,7,10,12,91,14,0
2016,노인사고,1912,51,0.14,11,0.64,21.57,49,0.13,,,,,,,,,,,,,
2016,보행자사고,1912,12,0.02,6,0.35,50,6,0.01,,,,,,,,,,,,,
2016,자전거사고,1912,2,0.03,0,0,0,2,0.03,,,,,,,,,,,,,
2016,야간사고,1912,34,0.04,7,0.32,20.59,48,0.03,,,,,,,,,,,,,
2016,고령운전사고,1912,26,0.11,5,0.66,19.23,29,0.08,,,,,,,,,,,,,
2016,고령보행사고,1912,8,0.07,4,0.46,50,4,0.04,,,,,,,,,,,,,
2016,뺑소니사고,1912,1,0.01,0,0,0,1,0.01,,,,,,,,,,,,,
2016,무면허사고,1912,2,0.05,0,0,0,3,0.05,,,,,,,,,,,,,
2016,전체,1913,241,0.11,22,0.51,9.13,323,0.1,440.41,66.89,0,29,9,4,157,14,25,40,165,36,0
2016,어린이사고,1913,5,0.04,0,0,0,6,0.04,,,,,,,,,,,,,
2016,노인사고,1913,117,0.33,14,0.81,11.97,120,0.31,,,,,,,,,,,,,
2016,보행자사고,1913,40,0.08,4,0.23,10,37,0.07,,,,,,,,,,,,,
2016,자전거사고,1913,2,0.03,0,0,0,2,0.03,,,,,,,,,,,,,
2016,야간사고,1913,56,0.06,9,0.42,16.07,61,0.04,,,,,,,,,,,,,
2016,어린이보행사고,1913,2,0.05,0,0,0,2,0.05,,,,,,,,,,,,,
2016,고령운전사고,1913,56,0.23,6,0.79,10.71,73,0.2,,,,,,,,,,,,,
2016,고령보행사고,1913,21,0.18,3,0.35,14.29,18,0.17,,,,,,,,,,,,,
2016,뺑소니사고,1913,3,0.04,0,0,0,3,0.02,,,,,,,,,,,,,
2016,무면허사고,1913,8,0.2,0,0,0,8,0.14,,,,,,,,,,,,,
2016,전체,1915,106,0.05,8,0.19,7.55,164,0.05,399.22,65.16,0,28,1,5,46,17,8,8,77,21,0
2016,어린이사고,1915,1,0.01,0,0,0,1,0.01,,,,,,,,,,,,,
2016,노인사고,1915,39,0.11,3,0.17,7.69,42,0.11,,,,,,,,,,,,,
2016,보행자사고,1915,8,0.02,0,0,0,8,0.02,,,,,,,,,,,,,
2016,야간사고,1915,25,0.03,3,0.14,12,41,0.03,,,,,,,,,,,,,
2016,고령운전사고,1915,27,0.11,2,0.26,7.41,38,0.11,,,,,,,,,,,,,
2016,고령보행사고,1915,3,0.03,0,0,0,3,0.03,,,,,,,,,,,,,
2016,뺑소니사고,1915,2,0.02,0,0,0,4,0.03,,,,,,,,,,,,,
2016,무면허사고,1915,3,0.08,0,0,0,4,0.07,,,,,,,,,,,,,
2016,전체,1916,81,0.04,5,0.12,6.17,116,0.03,451.78,74.77,1,8,2,1,56,10,3,12,49,20,0
2016,노인사고,1916,36,0.1,1,0.06,2.78,44,0.11,,,,,,,,,,,,,
2016,보행자사고,1916,13,0.03,2,0.12,15.38,11,0.02,,,,,,,,,,,,,
2016,야간사고,1916,18,0.02,3,0.14,16.67,24,0.02,,,,,,,,,,,,,
2016,고령운전사고,1916,25,0.1,0,0,0,41,0.11,,,,,,,,,,,,,
2016,고령보행사고,1916,8,0.07,1,0.12,12.5,7,0.07,,,,,,,,,,,,,
2016,무면허사고,1916,5,0.13,0,0,0,5,0.09,,,,,,,,,,,,,
2016,전체,1917,255,0.12,17,0.4,6.67,463,0.14,637.93,113.59,0,27,2,32,112,65,16,47,189,19,0
2016,어린이사고,1917,13,0.12,0,0,0,17,0.12,,,,,,,,,,,,,
2016,노인사고,1917,89,0.25,7,0.4,7.87,132,0.34,,,,,,,,,,,,,
2016,보행자사고,1917,48,0.1,7,0.41,14.58,45,0.09,,,,,,,,,,,,,
2016,자전거사고,1917,1,0.02,0,0,0,2,0.03,,,,,,,,,,,,,
2016,야간사고,1917,68,0.07,8,0.37,11.76,104,0.07,,,,,,,,,,,,,
2016,어린이보행사고,1917,4,0.09,0,0,0,4,0.09,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1917,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2016,고령운전사고,1917,53,0.22,2,0.26,3.77,95,0.27,,,,,,,,,,,,,
2016,고령보행사고,1917,18,0.16,4,0.46,22.22,14,0.13,,,,,,,,,,,,,
2016,뺑소니사고,1917,1,0.01,0,0,0,1,0.01,,,,,,,,,,,,,
2016,무면허사고,1917,4,0.1,2,1.36,50,5,0.09,,,,,,,,,,,,,
2016,전체,1922,183,0.08,19,0.44,10.38,287,0.09,410.29,63.17,2,16,8,8,117,8,23,23,131,29,0
2016,어린이사고,1922,6,0.05,0,0,0,7,0.05,,,,,,,,,,,,,
2016,노인사고,1922,65,0.18,5,0.29,7.69,72,0.19,,,,,,,,,,,,,
2016,보행자사고,1922,25,0.05,8,0.47,32,22,0.04,,,,,,,,,,,,,
2016,자전거사고,1922,4,0.07,0,0,0,4,0.06,,,,,,,,,,,,,
2016,야간사고,1922,53,0.06,7,0.32,13.21,84,0.06,,,,,,,,,,,,,
2016,고령운전사고,1922,35,0.14,4,0.53,11.43,47,0.13,,,,,,,,,,,,,
2016,고령보행사고,1922,6,0.05,1,0.12,16.67,5,0.05,,,,,,,,,,,,,
2016,뺑소니사고,1922,6,0.07,0,0,0,9,0.07,,,,,,,,,,,,,
2016,무면허사고,1922,9,0.23,0,0,0,14,0.24,,,,,,,,,,,,,
2016,전체,1923,214,0.1,9,0.21,4.21,282,0.09,593.31,86.54,0,16,5,1,136,23,28,31,153,30,0
2016,어린이사고,1923,7,0.06,0,0,0,8,0.06,,,,,,,,,,,,,
2016,노인사고,1923,70,0.2,7,0.4,10,69,0.18,,,,,,,,,,,,,
2016,보행자사고,1923,31,0.06,3,0.18,9.68,28,0.06,,,,,,,,,,,,,
2016,자전거사고,1923,5,0.08,0,0,0,6,0.1,,,,,,,,,,,,,
2016,야간사고,1923,69,0.07,2,0.09,2.9,90,0.06,,,,,,,,,,,,,
2016,어린이보행사고,1923,2,0.05,0,0,0,2,0.05,,,,,,,,,,,,,
2016,고령운전사고,1923,37,0.15,4,0.53,10.81,38,0.11,,,,,,,,,,,,,
2016,고령보행사고,1923,14,0.12,3,0.35,21.43,11,0.1,,,,,,,,,,,,,
2016,뺑소니사고,1923,4,0.05,1,0.66,25,6,0.05,,,,,,,,,,,,,
2016,무면허사고,1923,14,0.35,1,0.68,7.14,20,0.35,,,,,,,,,,,,,
2016,전체,1924,249,0.11,25,0.58,10.04,366,0.11,531.08,66.32,1,24,11,3,184,4,21,33,177,39,0
2016,어린이사고,1924,9,0.08,0,0,0,11,0.08,,,,,,,,,,,,,
2016,노인사고,1924,87,0.24,12,0.69,13.79,95,0.25,,,,,,,,,,,,,
2016,보행자사고,1924,33,0.07,4,0.23,12.12,29,0.06,,,,,,,,,,,,,
2016,자전거사고,1924,8,0.13,2,1.77,25,7,0.11,,,,,,,,,,,,,
2016,야간사고,1924,85,0.09,13,0.6,15.29,102,0.07,,,,,,,,,,,,,
2016,어린이보행사고,1924,2,0.05,0,0,0,2,0.05,,,,,,,,,,,,,
2016,고령운전사고,1924,51,0.21,5,0.66,9.8,70,0.2,,,,,,,,,,,,,
2016,고령보행사고,1924,14,0.12,2,0.23,14.29,12,0.11,,,,,,,,,,,,,
2016,뺑소니사고,1924,10,0.12,0,0,0,14,0.11,,,,,,,,,,,,,
2016,무면허사고,1924,4,0.1,0,0,0,4,0.07,,,,,,,,,,,,,
2016,전체,1925,748,0.34,23,0.54,3.07,1245,0.38,587.45,101.68,1,48,48,45,433,87,75,90,571,87,0
2016,어린이사고,1925,47,0.42,0,0,0,63,0.44,,,,,,,,,,,,,
2016,노인사고,1925,111,0.31,11,0.64,9.91,133,0.35,,,,,,,,,,,,,
2016,보행자사고,1925,93,0.19,5,0.29,5.38,92,0.19,,,,,,,,,,,,,
2016,자전거사고,1925,16,0.27,1,0.88,6.25,23,0.37,,,,,,,,,,,,,
2016,야간사고,1925,302,0.32,8,0.37,2.65,463,0.32,,,,,,,,,,,,,
2016,어린이보행사고,1925,16,0.37,0,0,0,17,0.39,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1925,2,0.42,0,0,0,2,0.39,,,,,,,,,,,,,
2016,고령운전사고,1925,77,0.32,4,0.53,5.19,141,0.4,,,,,,,,,,,,,
2016,고령보행사고,1925,12,0.11,2,0.23,16.67,10,0.09,,,,,,,,,,,,,
2016,뺑소니사고,1925,46,0.55,3,1.99,6.52,60,0.49,,,,,,,,,,,,,
2016,무면허사고,1925,33,0.83,0,0,0,42,0.72,,,,,,,,,,,,,
2016,전체,1930,174,0.08,19,0.44,10.92,241,0.07,372.69,60.01,0,19,9,9,103,4,23,31,117,26,0
2016,어린이사고,1930,10,0.09,0,0,0,12,0.08,,,,,,,,,,,,,
2016,노인사고,1930,76,0.21,7,0.4,9.21,74,0.19,,,,,,,,,,,,,
2016,보행자사고,1930,32,0.06,3,0.18,9.38,31,0.06,,,,,,,,,,,,,
2016,자전거사고,1930,3,0.05,0,0,0,3,0.05,,,,,,,,,,,,,
2016,야간사고,1930,46,0.05,8,0.37,17.39,51,0.04,,,,,,,,,,,,,
2016,어린이보행사고,1930,6,0.14,0,0,0,6,0.14,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1930,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2016,고령운전사고,1930,49,0.2,7,0.92,14.29,56,0.16,,,,,,,,,,,,,
2016,고령보행사고,1930,14,0.12,1,0.12,7.14,13,0.12,,,,,,,,,,,,,
2016,뺑소니사고,1930,2,0.02,1,0.66,50,1,0.01,,,,,,,,,,,,,
2016,무면허사고,1930,8,0.2,1,0.68,12.5,11,0.19,,,,,,,,,,,,,
2016,전체,1932,152,0.07,7,0.16,4.61,258,0.08,449.58,77.54,0,34,3,0,86,25,4,22,103,27,0
2016,어린이사고,1932,7,0.06,0,0,0,11,0.08,,,,,,,,,,,,,
2016,노인사고,1932,63,0.18,3,0.17,4.76,70,0.18,,,,,,,,,,,,,
2016,보행자사고,1932,22,0.04,1,0.06,4.55,22,0.04,,,,,,,,,,,,,
2016,야간사고,1932,28,0.03,2,0.09,7.14,32,0.02,,,,,,,,,,,,,
2016,고령운전사고,1932,44,0.18,2,0.26,4.55,65,0.18,,,,,,,,,,,,,
2016,고령보행사고,1932,8,0.07,0,0,0,8,0.07,,,,,,,,,,,,,
2016,뺑소니사고,1932,3,0.04,1,0.66,33.33,4,0.03,,,,,,,,,,,,,
2016,무면허사고,1932,3,0.08,1,0.68,33.33,3,0.05,,,,,,,,,,,,,
2016,전체,1933,206,0.09,7,0.16,3.4,286,0.09,388.87,68.32,1,16,2,1,146,19,17,42,129,35,0
2016,어린이사고,1933,6,0.05,0,0,0,8,0.06,,,,,,,,,,,,,
2016,노인사고,1933,57,0.16,3,0.17,5.26,59,0.15,,,,,,,,,,,,,
2016,보행자사고,1933,41,0.08,3,0.18,7.32,38,0.08,,,,,,,,,,,,,
2016,자전거사고,1933,3,0.05,0,0,0,3,0.05,,,,,,,,,,,,,
2016,야간사고,1933,70,0.07,4,0.19,5.71,91,0.06,,,,,,,,,,,,,
2016,어린이보행사고,1933,3,0.07,0,0,0,3,0.07,,,,,,,,,,,,,
2016,고령운전사고,1933,41,0.17,0,0,0,50,0.14,,,,,,,,,,,,,
2016,고령보행사고,1933,14,0.12,1,0.12,7.14,13,0.12,,,,,,,,,,,,,
2016,뺑소니사고,1933,9,0.11,0,0,0,14,0.11,,,,,,,,,,,,,
2016,무면허사고,1933,4,0.1,0,0,0,4,0.07,,,,,,,,,,,,,
2016,전체,1934,18,0.01,1,0.02,5.56,22,0.01,177.41,26.28,0,4,0,1,12,0,1,2,11,5,0
2016,노인사고,1934,4,0.01,1,0.06,25,3,0.01,,,,,,,,,,,,,
2016,보행자사고,1934,2,0,0,0,0,2,0,,,,,,,,,,,,,
2016,야간사고,1934,6,0.01,1,0.05,16.67,5,0,,,,,,,,,,,,,
2016,고령운전사고,1934,6,0.02,1,0.13,16.67,8,0.02,,,,,,,,,,,,,
2016,고령보행사고,1934,1,0.01,0,0,0,1,0.01,,,,,,,,,,,,,
2016,무면허사고,1934,2,0.05,0,0,0,3,0.05,,,,,,,,,,,,,
2016,전체,1935,1411,0.64,29,0.68,2.06,2006,0.6,529.48,99.77,4,75,162,74,805,132,102,300,1054,57,0
2016,어린이사고,1935,63,0.56,0,0,0,69,0.49,,,,,,,,,,,,,
2016,노인사고,1935,218,0.61,8,0.46,3.67,225,0.59,,,,,,,,,,,,,
2016,보행자사고,1935,307,0.62,15,0.88,4.89,308,0.62,,,,,,,,,,,,,
2016,자전거사고,1935,32,0.54,1,0.88,3.13,34,0.54,,,,,,,,,,,,,
2016,야간사고,1935,635,0.67,19,0.88,2.99,940,0.66,,,,,,,,,,,,,
2016,어린이보행사고,1935,28,0.65,0,0,0,30,0.68,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1935,3,0.63,0,0,0,3,0.59,,,,,,,,,,,,,
2016,고령운전사고,1935,142,0.58,2,0.26,1.41,175,0.49,,,,,,,,,,,,,
2016,고령보행사고,1935,76,0.67,6,0.69,7.89,71,0.66,,,,,,,,,,,,,
2016,뺑소니사고,1935,54,0.65,1,0.66,1.85,78,0.64,,,,,,,,,,,,,
2016,무면허사고,1935,34,0.85,3,2.04,8.82,36,0.62,,,,,,,,,,,,,
2016,전체,2000,12522,5.67,373,8.69,2.98,18257,5.5,375.17,63.3,24,791,1321,692,7470,832,849,2827,8992,703,0
2016,어린이사고,2000,620,5.5,4,5.63,0.65,748,5.26,,,,,,,,,,,,,
2016,노인사고,2000,2490,6.96,155,8.95,6.22,2662,6.93,,,,,,,,,,,,,
2016,보행자사고,2000,2869,5.83,139,8.11,4.84,2850,5.73,,,,,,,,,,,,,
2016,자전거사고,2000,275,4.63,10,8.85,3.64,278,4.42,,,,,,,,,,,,,
2016,야간사고,2000,4930,5.18,170,7.88,3.45,7126,5,,,,,,,,,,,,,
2016,어린이보행사고,2000,285,6.65,3,8.33,1.05,294,6.68,,,,,,,,,,,,,
2016,스쿨존내어린이사고,2000,19,3.96,1,12.5,5.26,19,3.73,,,,,,,,,,,,,
2016,고령운전사고,2000,1513,6.19,63,8.3,4.16,2111,5.92,,,,,,,,,,,,,
2016,고령보행사고,2000,776,6.79,71,8.2,9.15,713,6.67,,,,,,,,,,,,,
2016,뺑소니사고,2000,407,4.89,11,7.28,2.7,585,4.77,,,,,,,,,,,,,
2016,무면허사고,2000,301,7.54,12,8.16,3.99,406,7.01,,,,,,,,,,,,,
2016,전체,2003,928,0.42,29,0.68,3.13,1246,0.38,264.18,55.36,5,70,114,48,457,38,97,304,582,42,0
2016,어린이사고,2003,48,0.43,0,0,0,50,0.35,,,,,,,,,,,,,
2016,노인사고,2003,202,0.56,13,0.75,6.44,200,0.52,,,,,,,,,,,,,
2016,보행자사고,2003,311,0.63,11,0.64,3.54,310,0.62,,,,,,,,,,,,,
2016,자전거사고,2003,26,0.44,0,0,0,27,0.43,,,,,,,,,,,,,
2016,야간사고,2003,416,0.44,15,0.7,3.61,568,0.4,,,,,,,,,,,,,
2016,어린이보행사고,2003,32,0.75,0,0,0,32,0.73,,,,,,,,,,,,,
2016,스쿨존내어린이사고,2003,3,0.63,0,0,0,3,0.59,,,,,,,,,,,,,
2016,고령운전사고,2003,106,0.43,3,0.4,2.83,133,0.37,,,,,,,,,,,,,
2016,고령보행사고,2003,90,0.79,8,0.92,8.89,82,0.77,,,,,,,,,,,,,
2016,뺑소니사고,2003,33,0.4,2,1.32,6.06,56,0.46,,,,,,,,,,,,,
2016,무면허사고,2003,32,0.8,1,0.68,3.13,37,0.64,,,,,,,,,,,,,
2016,전체,2006,736,0.33,12,0.28,1.63,1115,0.34,516.52,122.77,2,40,61,38,457,39,61,205,506,25,0
2016,어린이사고,2006,45,0.4,0,0,0,63,0.44,,,,,,,,,,,,,
2016,노인사고,2006,118,0.33,8,0.46,6.78,136,0.35,,,,,,,,,,,,,
2016,보행자사고,2006,209,0.42,9,0.53,4.31,208,0.42,,,,,,,,,,,,,
2016,자전거사고,2006,6,0.1,0,0,0,6,0.1,,,,,,,,,,,,,
2016,야간사고,2006,286,0.3,3,0.14,1.05,431,0.3,,,,,,,,,,,,,
2016,어린이보행사고,2006,15,0.35,0,0,0,17,0.39,,,,,,,,,,,,,
2016,스쿨존내어린이사고,2006,3,0.63,0,0,0,3,0.59,,,,,,,,,,,,,
2016,고령운전사고,2006,80,0.33,2,0.26,2.5,111,0.31,,,,,,,,,,,,,
2016,고령보행사고,2006,55,0.48,7,0.81,12.73,49,0.46,,,,,,,,,,,,,
2016,뺑소니사고,2006,26,0.31,0,0,0,33,0.27,,,,,,,,,,,,,
2016,무면허사고,2006,14,0.35,1,0.68,7.14,17,0.29,,,,,,,,,,,,,
2016,전체,2008,2161,0.98,44,1.03,2.04,3222,0.97,394.45,81.2,3,133,276,162,1248,109,164,423,1640,98,0
2016,어린이사고,2008,112,0.99,1,1.41,0.89,144,1.01,,,,,,,,,,,,,
2016,노인사고,2008,322,0.9,19,1.1,5.9,334,0.87,,,,,,,,,,,,,
2016,보행자사고,2008,427,0.87,15,0.88,3.51,430,0.86,,,,,,,,,,,,,
2016,자전거사고,2008,67,1.13,3,2.65,4.48,65,1.03,,,,,,,,,,,,,
2016,야간사고,2008,924,0.97,24,1.11,2.6,1405,0.99,,,,,,,,,,,,,
2016,어린이보행사고,2008,51,1.19,0,0,0,55,1.25,,,,,,,,,,,,,
2016,스쿨존내어린이사고,2008,3,0.63,0,0,0,3,0.59,,,,,,,,,,,,,
2016,고령운전사고,2008,190,0.78,8,1.05,4.21,268,0.75,,,,,,,,,,,,,
2016,고령보행사고,2008,105,0.92,11,1.27,10.48,95,0.89,,,,,,,,,,,,,
2016,뺑소니사고,2008,78,0.94,1,0.66,1.28,111,0.9,,,,,,,,,,,,,
2016,무면허사고,2008,57,1.43,0,0,0,83,1.43,,,,,,,,,,,,,
2016,전체,2009,488,0.22,18,0.42,3.69,718,0.22,440.9,73.17,0,39,46,35,256,75,8,104,361,23,0
2016,어린이사고,2009,23,0.2,0,0,0,27,0.19,,,,,,,,,,,,,
2016,노인사고,2009,134,0.37,6,0.35,4.48,144,0.37,,,,,,,,,,,,,
2016,보행자사고,2009,105,0.21,4,0.23,3.81,109,0.22,,,,,,,,,,,,,
2016,자전거사고,2009,11,0.19,2,1.77,18.18,9,0.14,,,,,,,,,,,,,
2016,야간사고,2009,162,0.17,8,0.37,4.94,232,0.16,,,,,,,,,,,,,
2016,어린이보행사고,2009,11,0.26,0,0,0,12,0.27,,,,,,,,,,,,,
2016,고령운전사고,2009,65,0.27,2,0.26,3.08,84,0.24,,,,,,,,,,,,,
2016,고령보행사고,2009,32,0.28,2,0.23,6.25,30,0.28,,,,,,,,,,,,,
2016,뺑소니사고,2009,20,0.24,2,1.32,10,21,0.17,,,,,,,,,,,,,
2016,무면허사고,2009,16,0.4,0,0,0,25,0.43,,,,,,,,,,,,,
2016,전체,2010,1115,0.5,26,0.61,2.33,1610,0.49,410.89,90.26,0,85,77,38,754,64,46,256,829,30,0
2016,어린이사고,2010,59,0.52,1,1.41,1.69,70,0.49,,,,,,,,,,,,,
2016,노인사고,2010,92,0.26,6,0.35,6.52,100,0.26,,,,,,,,,,,,,
2016,보행자사고,2010,260,0.53,9,0.53,3.46,262,0.53,,,,,,,,,,,,,
2016,자전거사고,2010,35,0.59,0,0,0,40,0.64,,,,,,,,,,,,,
2016,야간사고,2010,481,0.51,10,0.46,2.08,679,0.48,,,,,,,,,,,,,
2016,어린이보행사고,2010,28,0.65,1,2.78,3.57,28,0.64,,,,,,,,,,,,,
2016,스쿨존내어린이사고,2010,3,0.63,1,12.5,33.33,3,0.59,,,,,,,,,,,,,
2016,고령운전사고,2010,59,0.24,3,0.4,5.08,94,0.26,,,,,,,,,,,,,
2016,고령보행사고,2010,37,0.32,4,0.46,10.81,33,0.31,,,,,,,,,,,,,
2016,뺑소니사고,2010,63,0.76,0,0,0,97,0.79,,,,,,,,,,,,,
2016,무면허사고,2010,20,0.5,1,0.68,5,31,0.54,,,,,,,,,,,,,
2016,전체,2012,122,0.06,7,0.16,5.74,185,0.06,422.44,71.52,1,11,6,3,80,17,3,15,90,17,0
2016,어린이사고,2012,2,0.02,0,0,0,2,0.01,,,,,,,,,,,,,
2016,노인사고,2012,49,0.14,4,0.23,8.16,56,0.15,,,,,,,,,,,,,
2016,보행자사고,2012,15,0.03,1,0.06,6.67,15,0.03,,,,,,,,,,,,,
2016,자전거사고,2012,2,0.03,0,0,0,2,0.03,,,,,,,,,,,,,
2016,야간사고,2012,31,0.03,1,0.05,3.23,52,0.04,,,,,,,,,,,,,
2016,고령운전사고,2012,34,0.14,3,0.4,8.82,53,0.15,,,,,,,,,,,,,
2016,고령보행사고,2012,8,0.07,0,0,0,9,0.08,,,,,,,,,,,,,
2016,뺑소니사고,2012,2,0.02,0,0,0,3,0.02,,,,,,,,,,,,,
2016,무면허사고,2012,5,0.13,0,0,0,5,0.09,,,,,,,,,,,,,
2016,전체,2013,259,0.12,21,0.49,8.11,371,0.11,356.55,45.18,2,21,21,8,171,10,20,37,204,18,0
2016,어린이사고,2013,3,0.03,0,0,0,3,0.02,,,,,,,,,,,,,
2016,노인사고,2013,66,0.18,10,0.58,15.15,61,0.16,,,,,,,,,,,,,
2016,보행자사고,2013,37,0.08,6,0.35,16.22,32,0.06,,,,,,,,,,,,,
2016,자전거사고,2013,2,0.03,0,0,0,2,0.03,,,,,,,,,,,,,
2016,야간사고,2013,78,0.08,7,0.32,8.97,105,0.07,,,,,,,,,,,,,
2016,어린이보행사고,2013,2,0.05,0,0,0,2,0.05,,,,,,,,,,,,,
2016,고령운전사고,2013,43,0.18,7,0.92,16.28,55,0.15,,,,,,,,,,,,,
2016,고령보행사고,2013,13,0.11,3,0.35,23.08,10,0.09,,,,,,,,,,,,,
2016,뺑소니사고,2013,7,0.08,1,0.66,14.29,12,0.1,,,,,,,,,,,,,
2016,무면허사고,2013,15,0.38,1,0.68,6.67,24,0.41,,,,,,,,,,,,,
2016,전체,2014,363,0.16,24,0.56,6.61,540,0.16,547.78,90.21,0,22,28,2,264,3,41,58,265,40,0
2016,어린이사고,2014,14,0.12,0,0,0,15,0.11,,,,,,,,,,,,,
2016,노인사고,2014,136,0.38,8,0.46,5.88,160,0.42,,,,,,,,,,,,,
2016,보행자사고,2014,58,0.12,7,0.41,12.07,55,0.11,,,,,,,,,,,,,
2016,자전거사고,2014,15,0.25,2,1.77,13.33,15,0.24,,,,,,,,,,,,,
2016,야간사고,2014,103,0.11,10,0.46,9.71,150,0.11,,,,,,,,,,,,,
2016,어린이보행사고,2014,8,0.19,0,0,0,8,0.18,,,,,,,,,,,,,
2016,고령운전사고,2014,82,0.34,3,0.4,3.66,131,0.37,,,,,,,,,,,,,
2016,고령보행사고,2014,22,0.19,2,0.23,9.09,20,0.19,,,,,,,,,,,,,
